method,space,clone,w2_raw_mean,w2_raw_std,w2_scaled_mean,n_runs,clone_size_src,clone_size_tgt,clone_size_d6,dominant_fate,multipotency,pseudotime_spread,clone_size_d4,initial_var_dm,initial_var_pc
TrajectoryNet,pc30,Clone_4683,15.501824317843337,1.9509137411473163,7.112360496821202,4,1,36,36,Erythroid,3,0.08348765003611086,1,,
TrajectoryNet,pc30,Clone_4774,18.50011481582648,0.17390104368881734,5.672589337817712,4,12,10,10,Neutrophil,2,0.05335751573019172,12,3.799525885687359,11.968227690319242
TrajectoryNet,pc30,Clone_478,7.70615710824577,0.32175788815907075,3.7812789541848084,4,2,20,20,undiff,0,0.005217821387869499,2,0.030646718481618086,7.412988228499486
TrajectoryNet,pc30,Clone_4948,17.29058125147578,0.700528156987877,6.74971964404742,4,27,17,17,Monocyte,2,0.14859350629385978,27,3.57026365785626,15.907369625636797
TrajectoryNet,pc30,Clone_4968,22.993085657792975,0.5239727943863618,7.2581400684330895,4,8,30,30,Monocyte,2,0.10429341441030007,8,0.5435719615590234,4.13910423885042
TrajectoryNet,pc30,Clone_4996,17.13410381253723,0.9636170455408952,5.954030342634805,4,14,10,10,Neutrophil,1,0.07107146688614559,14,7.954690681829848,12.909653109980116
TrajectoryNet,pc30,Clone_5034,13.755714764198569,0.6820950793446162,5.064050445939947,4,4,21,21,Baso,1,0.159610443251006,4,0.12845476877794174,6.51458597028454
TrajectoryNet,pc30,Clone_5046,12.85495044589775,0.31569978552440775,5.267939384944086,4,2,25,25,Monocyte,2,0.036544332378646176,2,0.045417112350472855,3.935035469412358
TrajectoryNet,pc30,Clone_5198,10.595551439374567,1.1448897584668436,4.605291487339838,4,5,15,15,Baso,2,0.07567549446073076,5,0.8724133041043036,8.464522614417485
TrajectoryNet,pc30,Clone_5252,7.391190018666517,0.16893143160896906,3.3392168164943627,4,9,21,21,undiff,0,0.014748342389116705,9,0.31226500236551347,7.85288886189962
TrajectoryNet,pc30,Clone_5287,19.39774346491475,0.7594745521339136,4.875746798004188,4,3,19,19,Monocyte,1,0.04374899620840231,3,0.0590240697163808,2.86214589353189
TrajectoryNet,pc30,Clone_5404,11.415968794592896,1.0218422850895654,4.814992394261265,4,23,33,33,Monocyte,2,0.05720455621213418,23,3.2381705817300763,14.366611171892627
TrajectoryNet,pc30,Clone_5480,22.34560067312215,0.8080148475728857,7.90374939817364,4,10,16,16,Monocyte,3,0.12649564163123084,10,7.337588514932368,18.383384883823638
TrajectoryNet,pc30,Clone_5483,9.660449078632041,0.5352922874211032,4.024929232370873,4,7,31,31,Baso,2,0.09449253928666737,7,0.04005269263211243,3.614142967506261
TrajectoryNet,pc30,Clone_5487,22.765226861885818,4.692263629336472,8.532601988736152,4,11,10,10,Mast,1,0.04127145001699628,11,0.7283743790979443,9.897448906559015
TrajectoryNet,pc30,Clone_5518,8.102348140185667,0.31689400926290234,3.466027392595028,4,4,17,17,undiff,0,0.014316176176095553,4,0.011291597163589453,2.3765065038163797
TrajectoryNet,pc30,Clone_5523,10.637030781434463,0.5596235726803026,4.942577502444456,4,2,19,19,undiff,0,0.0050717912745230735,2,0.0014205264430334596,9.100217444356625
TrajectoryNet,pc30,Clone_5526,17.90268811941356,0.48401937830529734,5.79726021668675,4,3,17,17,Monocyte,1,0.031230358387934264,3,0.03602799911927636,5.257854544433243
TrajectoryNet,pc30,Clone_569,18.950764361964147,0.7688277853906315,5.9215515138499715,4,3,19,19,Monocyte,1,0.05450518504582877,3,0.07908025592995396,5.453396173682699
TrajectoryNet,pc30,Clone_5717,10.779560525178715,0.38202952956702757,5.049578865644171,4,3,37,37,Mast,2,0.11087369308289872,3,0.8247957661025747,5.866889794030414
TrajectoryNet,pc30,Clone_5748,9.407999289469416,0.5028596972169767,4.313078574165457,4,5,26,26,undiff,0,0.032069898139824284,5,0.034482824066289844,7.943323453209238
TrajectoryNet,pc30,Clone_5791,13.11381129076123,0.5783020412903089,4.903971041169207,4,21,21,21,Baso,3,0.1665301798686713,21,4.142258093309941,17.87387451481119
TrajectoryNet,pc30,Clone_5793,8.652176852898627,0.1468377303268709,4.021121355142262,4,8,12,12,Meg,1,0.05049900483188226,8,1.3444364651155936,5.807091296949124
TrajectoryNet,pc30,Clone_5842,22.59597910797136,0.20276866899790705,8.30984235263617,4,11,31,31,Meg,1,0.21745360025943325,11,0.8956015221870341,8.828171208356217
TrajectoryNet,pc30,Clone_685,14.819020619687723,0.4165704776491542,5.615937159406447,4,21,18,18,Monocyte,2,0.0948658829099985,21,2.2438547105633093,9.754974854131712
TrajectoryNet,pc30,Clone_722,10.346933851527817,0.28458575767498345,5.5310703783556185,4,2,18,18,undiff,0,0.03728958569635448,2,0.014897505819378041,5.770397204110029
TrajectoryNet,pc30,Clone_766,17.731218276217994,0.40502289883765025,6.029217316516849,4,38,37,37,Neutrophil,2,0.1210815502835224,38,3.508582348949434,9.398724839588569
TrajectoryNet,pc30,Clone_777,15.764442070601039,0.24819720668822431,8.540928032178934,4,1,22,22,Erythroid,2,0.17489720952718177,1,,
TrajectoryNet,pc30,Clone_862,8.473492677481897,0.3371378729822722,3.9737168854358056,4,3,21,21,undiff,0,0.030167572564979702,3,0.026815525245022287,6.807423705182
TrajectoryNet,pc30,Clone_961,18.555889733640072,0.4442809167178419,5.455146329171799,4,1,23,23,Monocyte,1,0.052456917900614165,1,,
TrajectoryNet,pc30,Clone_965,15.955445633428795,0.8453299961208705,6.540714571203374,4,9,11,11,Neutrophil,1,0.04335901937142737,9,0.32812961290615106,4.715085674223594
TrajectoryNet,pc30,Clone_971,19.222202058331625,0.13983609314763165,7.153911308676957,4,3,29,29,Monocyte,2,0.06889340954070368,3,0.15478277288639583,18.18883813482805
pdp+,dm10,Clone_1099,0.0110054111965575,0.0,4.419723103918412,1,9,47,47,Neutrophil,1,0.053959359129898465,9,0.29777317698898875,3.337828069267898
pdp+,dm10,Clone_123,0.0057884261202571,0.0,2.6356425624024364,1,5,20,20,Monocyte,2,0.15722704683732244,5,0.037467114762215085,6.415137112580283
pdp+,dm10,Clone_1258,0.0048969861432778,0.0,2.019539990950358,1,3,22,22,Mast,2,0.09900429193938569,3,20.624729215903553,26.133309849855884
pdp+,dm10,Clone_1301,0.0041960260433489,0.0,1.9544549794316688,1,4,30,30,Monocyte,1,0.03793767532434031,4,0.06186000294475383,6.19803119852318
pdp+,dm10,Clone_1305,0.0027698406316098,0.0,1.103249741269971,1,5,28,28,Meg,1,0.0179797039386251,5,0.5550304759957555,26.428597456370337
pdp+,dm10,Clone_1370,0.0011304908448275,0.0,0.4749878803034174,1,12,19,19,Baso,1,0.03926130705362045,12,0.3240291367958321,8.369059259531936
pdp+,dm10,Clone_1404,0.0057169841019338,0.0,2.8232739395679776,1,3,27,27,Monocyte,1,0.04995117992427936,3,0.00964406749029162,8.884967276354372
pdp+,dm10,Clone_1440,0.0025722449793328,0.0,1.0882450732987714,1,16,18,18,undiff,0,0.07226473897493672,16,0.22763692122432397,7.619776527099585
pdp+,dm10,Clone_1479,0.0067380291371983,0.0,2.744224013033495,1,7,17,17,Mast,2,0.1370584143059133,7,0.5230322542383166,7.563059149692875
pdp+,dm10,Clone_1562,0.0076400490321797,0.0,3.638214994133665,1,2,23,23,Monocyte,1,0.041945954015674455,2,0.01161538143916909,3.522021547191701
pdp+,dm10,Clone_17,0.0026734678692537,0.0,1.1002715239631946,1,4,22,22,Mast,1,0.06494028098519304,4,0.6844030529191332,19.73125013077922
pdp+,dm10,Clone_1967,0.0037339493534389,0.0,1.7894605066809528,1,3,26,26,Monocyte,1,0.03640561259918894,3,0.020713241978456087,2.9477736277230657
pdp+,dm10,Clone_1972,0.0069169688470214,0.0,2.783662117663915,1,7,13,13,Baso,2,0.13725123613922102,7,2.675025161902477,10.49052026525043
pdp+,dm10,Clone_1998,0.0063228920333465,0.0,2.822360005656737,1,10,23,23,Monocyte,2,0.1423182842137415,10,6.949860529104069,30.72852575861241
pdp+,dm10,Clone_2039,0.0030633266999522,0.0,1.291207588004793,1,19,29,29,Monocyte,2,0.12277062374618217,19,2.7557158962022528,11.681538709433966
pdp+,dm10,Clone_2094,0.0053737917489922,0.0,2.2303575091997696,1,7,23,23,Baso,2,0.05430278738110706,7,3.8538178110131516,17.04827261695845
pdp+,dm10,Clone_2109,0.0054804857738903,0.0,2.198260153541637,1,3,18,18,Baso,1,0.07032339916594173,3,2.974747834495287,13.592385899152859
pdp+,dm10,Clone_2111,0.0031645172251207,0.0,1.230115621831864,1,18,20,20,Neutrophil,2,0.08078452418450575,18,1.6119604989013196,7.8044678698900904
pdp+,dm10,Clone_2272,0.0042787292021007,0.0,1.654633974939518,1,5,23,23,Baso,2,0.12222408058193349,5,0.2346137980849938,4.667298953752019
pdp+,dm10,Clone_2281,0.0060632565332678,0.0,2.895964573669501,1,2,20,20,Monocyte,1,0.06649945459192291,2,0.026005285019009235,1.8566046229902842
pdp+,dm10,Clone_2387,0.0057349479744433,0.0,2.659682305446003,1,2,32,32,Monocyte,1,0.045202805437437966,2,0.12215015208036642,6.436911044268188
pdp+,dm10,Clone_2407,0.0045805185019994,0.0,1.9837373661914797,1,2,27,27,Monocyte,2,0.030209314460111863,2,0.0363670033133063,2.9163751445345993
pdp+,dm10,Clone_2445,0.002946879259651,0.0,1.199266950278566,1,4,18,18,undiff,0,0.03277816679819855,4,0.24408911927943375,7.960521955494343
pdp+,dm10,Clone_2490,0.0086174276966334,0.0,3.436329956909908,1,1,24,24,Baso,1,0.0714375538299548,1,,
pdp+,dm10,Clone_2585,0.0054644024864211,0.0,2.205448017092033,1,5,26,26,Baso,1,0.06257724589752804,5,0.4887596739832424,9.400750433049533
pdp+,dm10,Clone_2712,0.0031132143438354,0.0,1.4414505937090727,1,3,20,20,Monocyte,1,0.05421281879936427,3,0.08668884255758623,4.541710583071635
pdp+,dm10,Clone_2735,0.0075927111126827,0.0,3.4448220242629155,1,20,10,10,Monocyte,2,0.16732301294620547,20,4.610536081132733,13.558797550667286
pdp+,dm10,Clone_2768,0.0032730901754524,0.0,1.350492311274622,1,3,33,33,Baso,3,0.05223903918151864,3,0.28138516443175327,10.327101976518657
pdp+,dm10,Clone_3083,0.0032906052861574,0.0,1.4968397297142106,1,3,28,28,Monocyte,1,0.021268575073960266,3,0.029011129114977947,4.9845196559107965
pdp+,dm10,Clone_3250,0.0197487950964371,0.0,8.162646183024759,1,5,84,84,Meg,3,0.21489887254115192,5,0.7386909921268279,13.510531343329792
pdp+,dm10,Clone_3269,0.0092020159249681,0.0,3.805422866070279,1,3,48,48,Mast,2,0.06774750030996113,3,0.2311131219726578,5.349833431922124
pdp+,dm10,Clone_3330,0.003036995360607,0.0,1.2645278469606944,1,18,22,22,Neutrophil,2,0.08219859655244563,18,1.141745852155684,5.62091920165215
pdp+,dm10,Clone_3336,0.0020842086790583,0.0,0.8441378481821827,1,11,14,14,Neutrophil,1,0.02905610200385194,11,0.37168596294169925,4.9470671507570785
pdp+,dm10,Clone_3349,0.0048988218559925,0.0,2.256334118070352,1,2,33,33,Monocyte,3,0.08510469065270893,2,0.007409246483237295,2.9855483489218093
pdp+,dm10,Clone_3391,0.0053907983083817,0.0,2.1836272085284447,1,2,20,20,Baso,1,0.049304815246206155,2,0.0031898759376497443,10.516659247656612
pdp+,dm10,Clone_3429,0.0106932764720853,0.0,5.040864320573468,1,20,1,1,Monocyte,1,0.0,20,1.2106735172871403,6.561291108224228
pdp+,dm10,Clone_3438,0.0025320977722134,0.0,1.1330658471528474,1,31,60,60,Monocyte,2,0.05403636556885514,31,1.8515856965966984,9.24900737000312
pdp+,dm10,Clone_3522,0.0069205144151204,0.0,3.0589884032442813,1,6,41,41,Neutrophil,2,0.13405377074455824,6,0.7101373222154671,3.497397656656704
pdp+,dm10,Clone_358,0.0023790116197404,0.0,0.9862914254187688,1,9,18,18,undiff,0,0.021143447576289647,9,0.12479959213126325,3.8640199482448963
pdp+,dm10,Clone_3585,0.0050216998498953,0.0,2.062607691763761,1,6,70,70,Baso,3,0.06845826625704189,6,2.5918908186280167,7.57290917923037
pdp+,dm10,Clone_3619,0.0064640791641435,0.0,3.1248573388278955,1,2,24,24,Monocyte,1,0.03402846784521976,2,0.018038181964413612,6.091645300053623
pdp+,dm10,Clone_3682,0.0069887381425425,0.0,2.9099667153254805,1,9,55,55,Baso,3,0.06771963051087009,9,0.32762931265207107,5.171878406383085
pdp+,dm10,Clone_3718,0.0027958265238069,0.0,1.134873864300918,1,4,29,29,undiff,0,0.021676354425988455,4,0.022966480440644012,5.791671691579242
pdp+,dm10,Clone_3736,0.0025499781439836,0.0,1.147427136253733,1,9,13,13,Monocyte,1,0.023466874751066718,9,1.7376384028382348,14.794947589668128
pdp+,dm10,Clone_374,0.0060283146286759,0.0,2.6392312658789043,1,10,15,15,Neutrophil,1,0.06616983226232935,10,4.132377803817445,9.39538486096213
pdp+,dm10,Clone_3840,0.0077275826171914,0.0,3.5391244430506377,1,35,46,46,Neutrophil,2,0.1449663979882648,35,2.0556227889900978,6.576694866473939
pdp+,dm10,Clone_3887,0.0027912674929694,0.0,1.2618625972904078,1,19,28,28,Monocyte,2,0.04869020778965274,19,3.476511776859283,13.785224414532609
pdp+,dm10,Clone_398,0.0112594116553828,0.0,4.767710385986457,1,2,25,25,Meg,2,0.15351807517177313,2,4.455718918993581,12.844691127701376
pdp+,dm10,Clone_401,0.0033463062260347,0.0,1.3709912414590162,1,2,21,21,undiff,0,0.009449906913408267,2,0.2927615511143181,6.016866547846647
pdp+,dm10,Clone_405,0.0029579053763633,0.0,1.328939249000077,1,18,24,24,Monocyte,2,0.05375761713677556,18,4.660732777437484,15.991837219935185
pdp+,dm10,Clone_4205,0.0050457541521723,0.0,2.043362055318048,1,5,16,16,Baso,1,0.03581221833879433,5,5.6779224662861845,30.622954423981827
pdp+,dm10,Clone_4226,0.0024086705001465,0.0,1.0239738238428369,1,11,42,42,Monocyte,1,0.012150251433044212,11,0.20838978733154445,6.251213172478858
pdp+,dm10,Clone_4276,0.0059982290257777,0.0,2.3650330552855,1,2,23,23,Baso,2,0.1934655599160797,2,0.012509268371559253,3.7765158688102494
pdp+,dm10,Clone_4316,0.0132109208807051,0.0,5.706624362964202,1,11,9,9,Monocyte,2,0.04837580077314802,11,29.02447788355479,22.038395207847277
pdp+,dm10,Clone_4456,0.0049681612832905,0.0,2.321109583443405,1,4,16,16,Monocyte,1,0.036943296178177924,4,0.13814141869561275,7.263852993390859
pdp+,dm10,Clone_4483,0.0049221983494178,0.0,1.8999605176299288,1,4,20,20,Neutrophil,2,0.1602617435581773,4,0.03898512500450519,4.865352645256264
pdp+,dm10,Clone_449,0.005776047763838,0.0,2.721471140941848,1,3,27,27,Monocyte,1,0.06868739538943391,3,0.27409014173352764,5.2429907844997965
pdp+,dm10,Clone_4571,0.0050653784535704,0.0,2.022037355635782,1,4,27,27,Baso,2,0.1357723332643678,4,0.25609418945890317,7.061109485182975
pdp+,dm10,Clone_4604,0.0071993792425437,0.0,3.422605142079019,1,4,25,25,Monocyte,2,0.05356076429417436,4,0.044939384982890546,3.0536306497695627
pdp+,dm10,Clone_4665,0.0053739016286028,0.0,2.1671187137462944,1,3,19,19,Neutrophil,3,0.14966562616430215,3,0.17695997318332657,9.240128549697486
pdp+,dm10,Clone_4683,0.0067933239198877,0.0,2.7083230471644937,1,1,36,36,Erythroid,3,0.08348765003611086,1,,
pdp+,dm10,Clone_4774,0.0077931416547115,0.0,3.236739588174236,1,12,10,10,Neutrophil,2,0.05335751573019172,12,3.799525885687359,11.968227690319242
pdp+,dm10,Clone_478,0.0023668382220277,0.0,0.9930032185380374,1,2,20,20,undiff,0,0.005217821387869499,2,0.030646718481618086,7.412988228499486
pdp+,dm10,Clone_4948,0.0052821144413502,0.0,2.251534939968725,1,27,17,17,Monocyte,2,0.14859350629385978,27,3.57026365785626,15.907369625636797
pdp+,dm10,Clone_4968,0.007716627531863,0.0,3.671741987889936,1,8,30,30,Monocyte,2,0.10429341441030007,8,0.5435719615590234,4.13910423885042
pdp+,dm10,Clone_4996,0.0076220989436803,0.0,3.1004041862469256,1,14,10,10,Neutrophil,1,0.07107146688614559,14,7.954690681829848,12.909653109980116
pdp+,dm10,Clone_5034,0.0050090999195001,0.0,2.0222377351590164,1,4,21,21,Baso,1,0.159610443251006,4,0.12845476877794174,6.51458597028454
pdp+,dm10,Clone_5046,0.0044017815436999,0.0,2.005955487022216,1,2,25,25,Monocyte,2,0.036544332378646176,2,0.045417112350472855,3.935035469412358
pdp+,dm10,Clone_5198,0.0024077588767009,0.0,0.9849336621755792,1,5,15,15,Baso,2,0.07567549446073076,5,0.8724133041043036,8.464522614417485
pdp+,dm10,Clone_5252,0.0027658252673757,0.0,1.1656263340109958,1,9,21,21,undiff,0,0.014748342389116705,9,0.31226500236551347,7.85288886189962
pdp+,dm10,Clone_5287,0.007851406772807,0.0,3.789275002967282,1,3,19,19,Monocyte,1,0.04374899620840231,3,0.0590240697163808,2.86214589353189
pdp+,dm10,Clone_5404,0.0022024727046452,0.0,0.9707658779265856,1,23,33,33,Monocyte,2,0.05720455621213418,23,3.2381705817300763,14.366611171892627
pdp+,dm10,Clone_5480,0.0147883421490732,0.0,5.455534472780481,1,10,16,16,Monocyte,3,0.12649564163123084,10,7.337588514932368,18.383384883823638
pdp+,dm10,Clone_5483,0.0030551671340503,0.0,1.228090462363547,1,7,31,31,Baso,2,0.09449253928666737,7,0.04005269263211243,3.614142967506261
pdp+,dm10,Clone_5487,0.0020888496262353,0.0,0.8598299460063727,1,11,10,10,Mast,1,0.04127145001699628,11,0.7283743790979443,9.897448906559015
pdp+,dm10,Clone_5518,0.0036016223281552,0.0,1.464582679731259,1,4,17,17,undiff,0,0.014316176176095553,4,0.011291597163589453,2.3765065038163797
pdp+,dm10,Clone_5523,0.0030883344299779,0.0,1.2883963482925396,1,2,19,19,undiff,0,0.0050717912745230735,2,0.0014205264430334596,9.100217444356625
pdp+,dm10,Clone_5526,0.0067425962907852,0.0,3.3112807249487384,1,3,17,17,Monocyte,1,0.031230358387934264,3,0.03602799911927636,5.257854544433243
pdp+,dm10,Clone_569,0.0067250980231886,0.0,3.218736383886553,1,3,19,19,Monocyte,1,0.05450518504582877,3,0.07908025592995396,5.453396173682699
pdp+,dm10,Clone_5717,0.0056349394672508,0.0,2.2952181044081224,1,3,37,37,Mast,2,0.11087369308289872,3,0.8247957661025747,5.866889794030414
pdp+,dm10,Clone_5748,0.0031722577936286,0.0,1.3138155385783197,1,5,26,26,undiff,0,0.032069898139824284,5,0.034482824066289844,7.943323453209238
pdp+,dm10,Clone_5791,0.0046520283522166,0.0,1.9643702073162488,1,21,21,21,Baso,3,0.1665301798686713,21,4.142258093309941,17.87387451481119
pdp+,dm10,Clone_5793,0.0036068696469331,0.0,1.4728476846830467,1,8,12,12,Meg,1,0.05049900483188226,8,1.3444364651155936,5.807091296949124
pdp+,dm10,Clone_5842,0.019019208731665,0.0,7.888686095627776,1,11,31,31,Meg,1,0.21745360025943325,11,0.8956015221870341,8.828171208356217
pdp+,dm10,Clone_685,0.0037650458081007,0.0,1.7073346690730524,1,21,18,18,Monocyte,2,0.0948658829099985,21,2.2438547105633093,9.754974854131712
pdp+,dm10,Clone_722,0.0031086553144491,0.0,1.2685647422595003,1,2,18,18,undiff,0,0.03728958569635448,2,0.014897505819378041,5.770397204110029
pdp+,dm10,Clone_766,0.0096656205369912,0.0,4.700949497386299,1,38,37,37,Neutrophil,2,0.1210815502835224,38,3.508582348949434,9.398724839588569
pdp+,dm10,Clone_777,0.0105636505610124,0.0,4.219446240684874,1,1,22,22,Erythroid,2,0.17489720952718177,1,,
pdp+,dm10,Clone_862,0.003296880347566,0.0,1.348243471501599,1,3,21,21,undiff,0,0.030167572564979702,3,0.026815525245022287,6.807423705182
pdp+,dm10,Clone_961,0.0062226901186062,0.0,3.104691374075948,1,1,23,23,Monocyte,1,0.052456917900614165,1,,
pdp+,dm10,Clone_965,0.0113461828666934,0.0,4.2960693144317466,1,9,11,11,Neutrophil,1,0.04335901937142737,9,0.32812961290615106,4.715085674223594
pdp+,dm10,Clone_971,0.0125069259340376,0.0,4.725441449336008,1,3,29,29,Monocyte,2,0.06889340954070368,3,0.15478277288639583,18.18883813482805
pdp+,pc30,Clone_1099,17.9984320539584,0.0,5.376536124284735,1,9,47,47,Neutrophil,1,0.053959359129898465,9,0.29777317698898875,3.337828069267898
pdp+,pc30,Clone_123,15.647192969575991,0.0,5.107177336402073,1,5,20,20,Monocyte,2,0.15722704683732244,5,0.037467114762215085,6.415137112580283
pdp+,pc30,Clone_1258,12.185554613048328,0.0,5.270352572192191,1,3,22,22,Mast,2,0.09900429193938569,3,20.624729215903553,26.133309849855884
pdp+,pc30,Clone_1301,8.846604076078801,0.0,3.695840676582436,1,4,30,30,Monocyte,1,0.03793767532434031,4,0.06186000294475383,6.19803119852318
pdp+,pc30,Clone_1305,9.204220757564691,0.0,5.626166471968576,1,5,28,28,Meg,1,0.0179797039386251,5,0.5550304759957555,26.428597456370337
pdp+,pc30,Clone_1370,11.609456562806784,0.0,5.862103236182905,1,12,19,19,Baso,1,0.03926130705362045,12,0.3240291367958321,8.369059259531936
pdp+,pc30,Clone_1404,14.717646522490272,0.0,4.352547163183854,1,3,27,27,Monocyte,1,0.04995117992427936,3,0.00964406749029162,8.884967276354372
pdp+,pc30,Clone_1440,6.393175123288004,0.0,2.707354840015773,1,16,18,18,undiff,0,0.07226473897493672,16,0.22763692122432397,7.619776527099585
pdp+,pc30,Clone_1479,9.20162562771995,0.0,3.875694574164996,1,7,17,17,Mast,2,0.1370584143059133,7,0.5230322542383166,7.563059149692875
pdp+,pc30,Clone_1562,17.262420660263604,0.0,5.405911994409316,1,2,23,23,Monocyte,1,0.041945954015674455,2,0.01161538143916909,3.522021547191701
pdp+,pc30,Clone_17,10.776425025251424,0.0,5.345406704908556,1,4,22,22,Mast,1,0.06494028098519304,4,0.6844030529191332,19.73125013077922
pdp+,pc30,Clone_1967,8.895046032758302,0.0,3.402079706688581,1,3,26,26,Monocyte,1,0.03640561259918894,3,0.020713241978456087,2.9477736277230657
pdp+,pc30,Clone_1972,13.681164803650756,0.0,4.652352002390022,1,7,13,13,Baso,2,0.13725123613922102,7,2.675025161902477,10.49052026525043
pdp+,pc30,Clone_1998,17.122567380317196,0.0,6.386409371570855,1,10,23,23,Monocyte,2,0.1423182842137415,10,6.949860529104069,30.72852575861241
pdp+,pc30,Clone_2039,9.108573955746673,0.0,3.7980507041457434,1,19,29,29,Monocyte,2,0.12277062374618217,19,2.7557158962022528,11.681538709433966
pdp+,pc30,Clone_2094,10.26707131706838,0.0,4.925762874271312,1,7,23,23,Baso,2,0.05430278738110706,7,3.8538178110131516,17.04827261695845
pdp+,pc30,Clone_2109,13.59372641219118,0.0,6.406950591941405,1,3,18,18,Baso,1,0.07032339916594173,3,2.974747834495287,13.592385899152859
pdp+,pc30,Clone_2111,7.584581870046921,0.0,3.2173755332454634,1,18,20,20,Neutrophil,2,0.08078452418450575,18,1.6119604989013196,7.8044678698900904
pdp+,pc30,Clone_2272,9.462723362863937,0.0,3.814072115174804,1,5,23,23,Baso,2,0.12222408058193349,5,0.2346137980849938,4.667298953752019
pdp+,pc30,Clone_2281,17.589167462588374,0.0,5.155016526159664,1,2,20,20,Monocyte,1,0.06649945459192291,2,0.026005285019009235,1.8566046229902842
pdp+,pc30,Clone_2387,14.078635108504022,0.0,4.694242377050154,1,2,32,32,Monocyte,1,0.045202805437437966,2,0.12215015208036642,6.436911044268188
pdp+,pc30,Clone_2407,11.123177311204772,0.0,4.066862023547738,1,2,27,27,Monocyte,2,0.030209314460111863,2,0.0363670033133063,2.9163751445345993
pdp+,pc30,Clone_2445,8.320152313807721,0.0,3.617549508464945,1,4,18,18,undiff,0,0.03277816679819855,4,0.24408911927943375,7.960521955494343
pdp+,pc30,Clone_2490,19.40577647869753,0.0,6.086263076111112,1,1,24,24,Baso,1,0.0714375538299548,1,,
pdp+,pc30,Clone_2585,13.004647443357092,0.0,5.335947167729022,1,5,26,26,Baso,1,0.06257724589752804,5,0.4887596739832424,9.400750433049533
pdp+,pc30,Clone_2712,15.45312808570021,0.0,5.623986316754247,1,3,20,20,Monocyte,1,0.05421281879936427,3,0.08668884255758623,4.541710583071635
pdp+,pc30,Clone_2735,20.122103384315206,0.0,6.058140486210705,1,20,10,10,Monocyte,2,0.16732301294620547,20,4.610536081132733,13.558797550667286
pdp+,pc30,Clone_2768,10.40708765200584,0.0,4.973872956104991,1,3,33,33,Baso,3,0.05223903918151864,3,0.28138516443175327,10.327101976518657
pdp+,pc30,Clone_3083,9.991666193128475,0.0,4.221015426605572,1,3,28,28,Monocyte,1,0.021268575073960266,3,0.029011129114977947,4.9845196559107965
pdp+,pc30,Clone_3250,21.43133478325766,0.0,8.323266149640803,1,5,84,84,Meg,3,0.21489887254115192,5,0.7386909921268279,13.510531343329792
pdp+,pc30,Clone_3269,12.919217982533617,0.0,4.981914567510693,1,3,48,48,Mast,2,0.06774750030996113,3,0.2311131219726578,5.349833431922124
pdp+,pc30,Clone_3330,8.396751082928482,0.0,3.526870721561129,1,18,22,22,Neutrophil,2,0.08219859655244563,18,1.141745852155684,5.62091920165215
pdp+,pc30,Clone_3336,5.0867013940417145,0.0,2.2781028736426263,1,11,14,14,Neutrophil,1,0.02905610200385194,11,0.37168596294169925,4.9470671507570785
pdp+,pc30,Clone_3349,12.312104605003324,0.0,4.172419389017765,1,2,33,33,Monocyte,3,0.08510469065270893,2,0.007409246483237295,2.9855483489218093
pdp+,pc30,Clone_3391,14.591573744905906,0.0,5.95836770596849,1,2,20,20,Baso,1,0.049304815246206155,2,0.0031898759376497443,10.516659247656612
pdp+,pc30,Clone_3429,38.98308099994208,0.0,12.835633876411288,1,20,1,1,Monocyte,1,0.0,20,1.2106735172871403,6.561291108224228
pdp+,pc30,Clone_3438,7.126911557692237,0.0,3.0338935245878207,1,31,60,60,Monocyte,2,0.05403636556885514,31,1.8515856965966984,9.24900737000312
pdp+,pc30,Clone_3522,15.519113777949862,0.0,4.446143874625787,1,6,41,41,Neutrophil,2,0.13405377074455824,6,0.7101373222154671,3.497397656656704
pdp+,pc30,Clone_358,6.061891851695746,0.0,2.635482638994623,1,9,18,18,undiff,0,0.021143447576289647,9,0.12479959213126325,3.8640199482448963
pdp+,pc30,Clone_3585,11.270414403626324,0.0,4.689658163828216,1,6,70,70,Baso,3,0.06845826625704189,6,2.5918908186280167,7.57290917923037
pdp+,pc30,Clone_3619,17.19355759840614,0.0,5.028931665289639,1,2,24,24,Monocyte,1,0.03402846784521976,2,0.018038181964413612,6.091645300053623
pdp+,pc30,Clone_3682,14.256355824311989,0.0,5.986060652705361,1,9,55,55,Baso,3,0.06771963051087009,9,0.32762931265207107,5.171878406383085
pdp+,pc30,Clone_3718,7.997428557848268,0.0,3.226641355074719,1,4,29,29,undiff,0,0.021676354425988455,4,0.022966480440644012,5.791671691579242
pdp+,pc30,Clone_3736,9.608176818457864,0.0,4.039282304936457,1,9,13,13,Monocyte,1,0.023466874751066718,9,1.7376384028382348,14.794947589668128
pdp+,pc30,Clone_374,13.031912871043168,0.0,4.030029000776649,1,10,15,15,Neutrophil,1,0.06616983226232935,10,4.132377803817445,9.39538486096213
pdp+,pc30,Clone_3840,15.0741687303304,0.0,4.508137412341965,1,35,46,46,Neutrophil,2,0.1449663979882648,35,2.0556227889900978,6.576694866473939
pdp+,pc30,Clone_3887,8.566136204209698,0.0,3.652522614862402,1,19,28,28,Monocyte,2,0.04869020778965274,19,3.476511776859283,13.785224414532609
pdp+,pc30,Clone_398,17.38948249840978,0.0,6.628627500141281,1,2,25,25,Meg,2,0.15351807517177313,2,4.455718918993581,12.844691127701376
