GENE NAMES,,,,,,,,,,,,,,,,,,,,,,,,
Slc24a5,Top2b,Tacc3,Hsd17b10,Dnaja2,,Rps15,,,,Rrm2b,Gnat2,Pim2,,,,,,,,,,,,
Ankrd33b,Cep112os1,Tmem258,Phactr1,Senp2,,Ftl1,,,,Zscan26,Aplp2,Krt18,,,,,,,,,,,,
Anxa5,Syncrip,Tm6sf1,Cpne3,Eif4b,,2410002F23Rik,,,,Znfx1,Me1,Trim34a,,,,,,,,,,,,
Gaa,Atad5,Cycs,Spint2,Sepw1,,Art4,,,,Agpat4,Ppt1,Il21r,,,,,,,,,,,,
Ost4,Nop56,Tmem97,4930458D05Rik,Dock2,,Gabbr1,,,,Pfkfb2,Crot,Oas3,,,,,,,,,,,,
Mboat2,Rad18,Hmgb3,Ctsl,Itgb3,,Itsn1,,,,Zfp937,Prkacb,Tspan9,,,,,,,,,,,,
Pqlc3,Bub1b,Dynll1,Aldh2,Lyplal1,,Pkp3,,,,Ugcg,Mak10,Fez1,,,,,,,,,,,,
Myo3b,Snx14,Ube2i,Mink1,L3mbtl3,,Gbp7,,,,Tecpr1,Pam,Gm20559,,,,,,,,,,,,
Pkm,Npm1,Snrnp40,P3h3,Numb,,Pccb,,,,Alcam,Xlr3c,Il16,,,,,,,,,,,,
Ptger4,Eif4a1,Bcor,Pde1b,Suv420h2,,Zfp677,,,,Parp14,Ift122,Mospd2,,,,,,,,,,,,
Cenpt,Rrm2,Emilin2,Por,Il4ra,,Ptprcap,,,,Tns1,Trfr2,Arhgap28,,,,,,,,,,,,
Pnrc2,Ube2i,Vrk2,Marcks,Mpdz,,Gm5148,,,,Zfp329,Cytsa,Rbm47,,,,,,,,,,,,
Dcaf12l1,Ybx3,Gmnn,S100a4,Rtp4,,Arid3b,,,,Pam,Pik3r1,Csgalnact1,,,,,,,,,,,,
Pgr,Mrpl34,Rgcc,Myl10,Rhoj,,Slc50a1,,,,Zfp831,Prdm5,Rps4x,,,,,,,,,,,,
Pcolce2,Tubb5,Cd69,Gm10419,Plcg2,,Pafah2,,,,Apbb1,Slc25a3,Guca1a,,,,,,,,,,,,
Serpinf1,Eif1ad,Myo15b,Tspan4,Cd38,,Vamp2,,,,Cyb561a3,Bbs4,Cdkn1c,,,,,,,,,,,,
Tmem158,Taok3,Nup43,Lhcgr,Insr,,Leng8,,,,ENSMUSG00000087390,Tsr2,Uaca,,,,,,,,,,,,
Prr13,B9d2,Hars,Hk2,2310015A10Rik,,Vamp1,,,,Rhbdf1,Aasdh,Lurap1,,,,,,,,,,,,
Nsa2,Fbxo5,Paics,Ptgs1,Dctn1,,Gbp6,,,,Tenc1,Sgce,AW112010,,,,,,,,,,,,
mt-Nd4l,Steap3,Nrp1,Rpl13a,Cdc23,,Mylk,,,,Fam208a,Sult1a1,Mb21d2,,,,,,,,,,,,
Ppp1r15a,Nudt21,Clec4d,Ncor2,Acin1,,Rpl27a,,,,Anxa6,Ubl7,9130221H12Rik,,,,,,,,,,,,
Cxxc5,Pold1,Zfp422,Nub1,Mir22hg,,Ctsh,,,,Hspa2,Htr2a,Hebp1,,,,,,,,,,,,
Gabarap,Fam49b,Gm13075,Cdc42bpb,Adgrd1,,Eid1,,,,Galm,Enpp5,Inpp4b,,,,,,,,,,,,
A830019P07Rik,Itpa,Snrpb2,Capns1,Hook3,,Ptplad2,,,,Notch3,Cyp7b1,Fgfr3,,,,,,,,,,,,
Neurl3,Rtn4ip1,Plk1,Socs5,Nfic,,Casd1,,,,Dok1,Zfp239,Fam171b,,,,,,,,,,,,
Diaph1,Fignl1,Smc4,Ccdc181,4930556M19Rik,,Acer2,,,,Rin2,Hmox2,Nfat5,,,,,,,,,,,,
Pou2f2,Dmkn,Tamm41,Nisch,Phyhd1,,Tom1l2,,,,Mturn,Maged1,Gm10030,,,,,,,,,,,,
Nkx2-3,Ckap2l,Anxa3,Crebrf,Gng10,,Sidt2,,,,Tmem161b,Mbtps1,Akap7,,,,,,,,,,,,
Mbd6,Capza1,Tfap2b,Kirrel3os,Snapc3,,Zfp1,,,,Rab11fip3,Bex2,Cbr3,,,,,,,,,,,,
Cc2d2a,Cenph,Nudcd2,Smo,Dusp4,,Naip5,,,,Galnt7,Isg20,Ptprc,,,,,,,,,,,,
Gm12185,Rpl41,Mapk10,Bbx,Nceh1,,Hoxa9,,,,Slfn2,Cfl2,Hdac9,,,,,,,,,,,,
Flywch2,Ncl,Nkrf,Ormdl3,Add1,,Copg1,,,,Ccl4,Rragb,Pou2f2,,,,,,,,,,,,
Ctnnal1,Armc1,Rhag,Slfn2,Lrch3,,Rps7,,,,Glipr2,Pgcp,Lrrc49,,,,,,,,,,,,
Poglut1,Siva1,Dcun1d5,Camk2d,Rbks,,Adcy7,,,,Zcchc7,Camkk1,Abhd18,,,,,,,,,,,,
Rpl7,Sec11c,Kcnab2,Efcab14,Ppfia4,,Slfn8,,,,Pde8b,Zfp94,Bbx,,,,,,,,,,,,
Smg7,Bri3bp,Spire1,Mt1,Fam184a,,Car11,,,,Nav2,Zik1,Bcam,,,,,,,,,,,,
Csad,E2f1,Nek2,Rbp1,Slpi,,Gm4841,,,,Uspl1,Taf9b,Ccpg1os,,,,,,,,,,,,
Por,Gm4473,Sf3b6,Pqlc3,2510009E07Rik,,Srsf12,,,,Fn3k,Rab27b,Ebi3,,,,,,,,,,,,
Gm4707,Elf1,Frem1,Aldh3a2,Unc5a,,Ddx31,,,,Rgl1,Ephx1,Fam21,,,,,,,,,,,,
Trib3,Csgalnact2,Nap1l1,Fam43a,Ift43,,Oas1a,,,,Ltb,Aspa,Fchsd1,,,,,,,,,,,,
Dst,Sdhd,Pdhx,Zfp467,Id2,,Mcfd2,,,,Zfp560,Hsd17b10,Zbtb26,,,,,,,,,,,,
Hoxa5,Tacc3,Rbl1,Rhof,Sft2d2,,Sdsl,,,,Gsta4,Ktelc1,2410017I17Rik,,,,,,,,,,,,
Gimap1os,Caprin1,Elovl5,Klf2,Rnf128,,Sqrdl,,,,Fam118b,Zmym4,Fam184a,,,,,,,,,,,,
Lgals8,Arrb2,Xndc1,Nceh1,Rad9a,,AI462493,,,,Arid5b,Mtap7d3,Skap2,,,,,,,,,,,,
Rhob,Prdx2,Ckap2l,Cldn12,Utp6,,Napsa,,,,Emb,4732418C07Rik,4930568A12Rik,,,,,,,,,,,,
Pcbd1,Cdca8,G3bp1,Stat3,Ctbs,,Ptger1,,,,Zmat1,Pter,Fkbp7,,,,,,,,,,,,
Trappc8,Chchd1,Kif22,Gata2,Nfia,,Ccnd2,,,,Mfhas1,Mettl11b,Parp14,,,,,,,,,,,,
Fam213a,Ppp1ca,Tbc1d31,Il2rg,Rgs14,,Rasgef1a,,,,F830016B08Rik,Syde1,Auts2,,,,,,,,,,,,
Rab2a,Rbbp4,Dnm1,Nfe2,Hspa5,,Txndc15,,,,Elmod3,Gorab,Lrp6,,,,,,,,,,,,
Camk2d,Ndufb6,Tbrg4,Zfp36,Ankrd39,,Gm16201,,,,Cish,Ryk,Rbm38,,,,,,,,,,,,
H2-T22,Slco3a1,Epha4,Lpin2,Ctnnal1,,Tmem37,,,,Ebi3,Cyp51,Large,,,,,,,,,,,,
Tnfrsf1a,Psmc4,Atp5c1,Slc2a3,Orc4,,Lbp,,,,Cd2ap,Rab38,Glis2,,,,,,,,,,,,
Irf9,Sipa1l1,Cmtm7,Clec2d,Plppr3,,Wdr83,,,,Neil1,Mapk9,Rassf2,,,,,,,,,,,,
Tnfsf12,Sfxn1,Hnrnpab,Adck3,Nsun2,,Tmem132a,,,,Apobec1,Tnfsf4,Hdac11,,,,,,,,,,,,
Tapbp,Cyp2a5,Rcc2,Anxa5,Chrnb1,,Pold4,,,,Gchfr,C030039L03Rik,Rhof,,,,,,,,,,,,
Tnfsf10,St8sia6,Dnajc8,Bdh2,Foxd2os,,Agpat2,,,,Slc31a1,Kbtbd4,Kit,,,,,,,,,,,,
Hmgn3,Med21,Rec114,Ascl4,Sh3bgrl2,,Lat2,,,,Arid5a,Nomo1,Psme1,,,,,,,,,,,,
Lyz2,Evl,Bri3bp,Tgfbr3,Cic,,Ubl3,,,,1810013L24Rik,Gpr128,Vdr,,,,,,,,,,,,
Gm36888,Fgf3,Ssb,Rftn1,Pyurf,,Elmo3,,,,5930430L01Rik,Prkch,Laptm4a,,,,,,,,,,,,
Ywhab,Raly,Wee1,Tfpi,U2af2,,,,,,Pde7a,Olfr134,Sirpa,,,,,,,,,,,,
Hk2,Ppp1cc,Gm11267,Ldhb,Ccdc92,,,,,,Marf1,Tcam1,Slfn8,,,,,,,,,,,,
Kiz,Gm17590,Ephx2,Amotl2,Nr4a2,,,,,,Stat2,Ophn1,C030037D09Rik,,,,,,,,,,,,
Fmnl2,Tex30,Pin4,Erg,Phactr2,,,,,,Gm2a,Spred2,Ank2,,,,,,,,,,,,
Snhg20,Ube2a,Ppp2ca,Pomgnt2,Alg10b,,,,,,Ccdc171,Slc16a9,Trim12a,,,,,,,,,,,,
Rell2,Pfn1,Cyc1,Coro2a,Cables2,,,,,,Cd83,Wbp5,Atp6v1a,,,,,,,,,,,,
B4galt6,Hk3,Ppil3,0610009E02Rik,App,,,,,,Cd84,Hmgn3,Prdm16,,,,,,,,,,,,
Eepd1,2700094K13Rik,Bora,Stat1,Clca3a1,,,,,,Arl6ip5,Myo5c,Osbpl9,,,,,,,,,,,,
C1rl,Usp1,Fam65a,Prr13,Sh3gl3,,,,,,Sgms1,Alg11,Nabp1,,,,,,,,,,,,
Cpne8,Nasp,4930469G21Rik,Rhoj,Aldh6a1,,,,,,Mgst1,Arhgap5,Insr,,,,,,,,,,,,
Psme1,Ube2c,Platr17,Slc15a2,Pygm,,,,,,ENSMUSG00000097777,Dtnb,Gm29123,,,,,,,,,,,,
Prnp,Orc1,Gna11,Saraf,Llgl2,,,,,,Ikbke,Tbc1d19,Krcc1,,,,,,,,,,,,
Tm4sf1,1810065E05Rik,Sigmar1,Gm13546,Ncam2,,,,,,Zc2hc1a,Kptn,Zfp532,,,,,,,,,,,,
Ntrk3,Srm,Tyms,Aldh7a1,Pcsk4,,,,,,Traf1,Gimap8,Nefh,,,,,,,,,,,,
Map2k1,Npm3,Naa15,Slc25a4,Pcyt1a,,,,,,Plxdc2,BC055004,Tm9sf2,,,,,,,,,,,,
Net1,Erdr1,Gapt,Fam187b,Mbnl2,,,,,,Dmtf1,Exoc6b,Gimap5,,,,,,,,,,,,
Cyp4v3,Fer1l4,Ostc,Tnfsf10,Fez1,,,,,,Cyba,Trpc4ap,Cd80,,,,,,,,,,,,
Ubqln2,Chdh,Nebl,Raver2,Cnn3,,,,,,Mroh1,Kif3a,Fam134b,,,,,,,,,,,,
Ctsc,Rab37,Idh3a,Mllt6,Ankrd13a,,,,,,Spata13,Mtap,Zfp92,,,,,,,,,,,,
Pura,Endod1,Aldh1a7,Fhdc1,Yipf2,,,,,,Btd,Cpne2,Phf11b,,,,,,,,,,,,
Mef2c,Spns3,Ddx28,Zbtb25,Prkcdbp,,,,,,Sgsm1,Extl3,Cenpt,,,,,,,,,,,,
Gm17541,Mms22l,Rab44,Ago3,Tiam1,,,,,,Usb1,D16H22S680E,Pdlim7,,,,,,,,,,,,
2410131K14Rik,Car11,Ccne1,Atp13a4,Acadsb,,,,,,Ivd,Acadm,Ecscr,,,,,,,,,,,,
Mfn2,Snrpb2,Fasn,mt-Nd5,Gpr45,,,,,,Tinagl1,Siae,Tcf20,,,,,,,,,,,,
Tgoln1,Hnrnpll,Pmf1,Thra,Bsg,,,,,,Tbce,4732471D19Rik,Plcg2,,,,,,,,,,,,
Pbx1,Bola1,Hdac2,Ppp1r18,Zfp706,,,,,,Ptafr,Irak3,Arhgap18,,,,,,,,,,,,
Mansc1,Sdf2l1,Anp32e,Sgms1,Cmss1,,,,,,Taf8,Stxbp4,Kctd15,,,,,,,,,,,,
Rpl26,Tbc1d2b,Irf8,Hnrnph3,Phf21b,,,,,,Atg10,Dusp4,H2-T24,,,,,,,,,,,,
Cox7a2l,Erp29,Stx2,A830019P07Rik,Sesn2,,,,,,Lgr4,Arl3,Rsad2,,,,,,,,,,,,
Bmp4,Rin3,Siva1,Maged1,Jak1,,,,,,Myadm,Lix1l,Trim26,,,,,,,,,,,,
Wls,Nfya,Ankrd44,Hoxb7,AU040320,,,,,,ENSMUSG00000101609,Acyp2,Ift46,,,,,,,,,,,,
Rgs3,Cox6b1,Incenp,Pdlim1,Apba3,,,,,,Islr,Mllt4,Pld3,,,,,,,,,,,,
Abca3,Tdrd3,Hnrnpdl,Mill2,Oxsm,,,,,,Rbl2,Chic1,Zbp1,,,,,,,,,,,,
Cd38,Serbp1,Hspa14,Gm11724,Apbb2,,,,,,Xrn1,Crebl2,Gm16104,,,,,,,,,,,,
Insig1,Mrps18c,Eef1e1,Zbtb4,Cebpb,,,,,,Map3k1,Mynn,Eif3e,,,,,,,,,,,,
Epb41,Spi1,Ppm1g,Ywhab,Gm10125,,,,,,Akap7,Apoe,Mmp16,,,,,,,,,,,,
Gbp4,Fcho1,Uqcrc1,Grina,Tacstd2,,,,,,Map4k2,Mtmr11,Ldhd,,,,,,,,,,,,
Acox1,Il10rb,Dnah8,C1ra,1110034G24Rik,,,,,,2310035C23Rik,Jam2,Lamtor3,,,,,,,,,,,,
Cept1,Mrpl18,Olfr796,Gm9899,Srd5a1,,,,,,Mpzl1,Zfp521,Cyp27a1,,,,,,,,,,,,
Sdc2,Tra2b,Rgs10,Krt18,Zfp287,,,,,,Cirbp,Pot1a,H2-D1,,,,,,,,,,,,
Cdk17,Mrps26,Atp7b,Fam171b,Dhx34,,,,,,Vps45,C330011K17Rik,Jade2,,,,,,,,,,,,
6330562C20Rik,Dek,Ppid,Rps8,Rbm27,,,,,,Tmem154,Dand5,Spata13,,,,,,,,,,,,
St7,Egln3,Cd244,Cltb,Stxbp6,,,,,,ENSMUSG00000085334,Tceal8,Hoxb2,,,,,,,,,,,,
Dennd1c,Psme3,Mutyh,Glrx,Lrrc49,,,,,,Pde2a,Ctnnd1,Ptprcap,,,,,,,,,,,,
Raver2,Atxn7l3,Zeb2,Nkx2-9,Akt1s1,,,,,,Erlec1,N6amt1,Treml2,,,,,,,,,,,,
Plpp3,Hmha1,Srsf2,Pde9a,Galnt12,,,,,,Med11,Gfpt1,Chst2,,,,,,,,,,,,
Emcn,Aff3,Rb1,Lima1,Nat8l,,,,,,Zfp36,Lmo2,Gm16083,,,,,,,,,,,,
Tbl1x,Cdc42se1,Cenpq,Evc,Rgmb,,,,,,Tax1bp3,8430406I07Rik,Rtkn,,,,,,,,,,,,
Trip6,Clec4e,Sumo2,Nkain3,Bre,,,,,,Gbp8,BC026585,Dcun1d1,,,,,,,,,,,,
Hs2st1,Luc7l3,Skp2,Smtnl1,Zfp7,,,,,,5830428H23Rik,Echdc1,Scd2,,,,,,,,,,,,
Psma8,Pgls,Sfpq,Camkk1,Tmlhe,,,,,,Kif1b,Samd12,2900005J15Rik,,,,,,,,,,,,
Triobp,Ddx28,Fbl,Dhrs11,Rp2,,,,,,Kat6b,D630039A03Rik,Rnasel,,,,,,,,,,,,
Evx2,Clic1,Metap2,Arhgap28,Card10,,,,,,Cd1d1,Copz2,Il18,,,,,,,,,,,,
Il27ra,Ccdc125,Tifab,Ube2e2,Tmem2,,,,,,Ly6a,Tmem140,Plscr2,,,,,,,,,,,,
Mink1,Grb2,Eif4enif1,Gbp8,Slc12a9,,,,,,Hid1,Fam110b,Ppic,,,,,,,,,,,,
Gata2,Sf3b6,Farsa,Ebi3,Zfyve16,,,,,,Cd200r1,Ghitm,Hoxa9,,,,,,,,,,,,
Fcho2,Mrvi1,Ggta1,Cnn2,Tsnax,,,,,,Slc25a44,Tmem218,Gatsl2,,,,,,,,,,,,
Usp46,Ccr2,Ppp1cc,Pcsk4,Stard7,,,,,,D930015E06Rik,Dnajc16,Itgb3,,,,,,,,,,,,
Tceal8,Lrrc59,Suz12,Slc48a1,Dlg2,,,,,,Gimap8,Lmbr1,Gabarapl1,,,,,,,,,,,,
Efcab14,Hras,Ptcd3,Mamdc2,C1ra,,,,,,Ctsl,Decr1,Msantd4,,,,,,,,,,,,
Fam110c,A230087F16Rik,Dctn6,Agpat3,Ssbp2,,,,,,Rnf167,Parn,Pkn3,,,,,,,,,,,,
Amotl2,Mrpl19,AB041806,Pdxk,Kcnd3,,,,,,ENSMUSG00000097258,Nmt2,Llgl2,,,,,,,,,,,,
B3gat2,Casp6,Hn1,Cldn10,Col4a1,,,,,,Phf8,Casd1,Itga6,,,,,,,,,,,,
Gimap3,Tspo,Hsp90aa1,Cdcp1,Tns2,,,,,,Slfn8,4833408A19Rik,Rps26,,,,,,,,,,,,
Card19,Emid1,Nxpe2,Glipr1l1,AI606181,,,,,,Prpf39,Plxnc1,Pomk,,,,,,,,,,,,
Ehd4,Rusc1,Gtf3c6,Aig1,Adora2b,,,,,,ENSMUSG00000073274,N4bp2l2,Dmd,,,,,,,,,,,,
H1f0,Mrps35,Igfals,Pde6h,Tgif1,,,,,,Smpdl3a,BC020535,Fhl1,,,,,,,,,,,,
H2-T23,Ptrh2,Itga8,Lin54,Panx2,,,,,,Sp100,F2rl3,Nectin4,,,,,,,,,,,,
Traip,Mrpl51,8030442B05Rik,Gas5,Pdlim1,,,,,,Ankrd12,Eif4a2,Il2rg,,,,,,,,,,,,
Irf2bpl,Msh6,Ssrp1,Rab7,Dio2,,,,,,Syne1,Pfkm,Ramp2,,,,,,,,,,,,
Ptpn18,9330159M07Rik,Dazap1,Spr,Pde6h,,,,,,Trim34a,Tmem135,Sft2d2,,,,,,,,,,,,
Phactr1,Adgrl2,Hnrnpu,Pml,Zfp467,,,,,,Arhgap17,Spo11,Rin2,,,,,,,,,,,,
Aldh3a2,Gm43549,Col5a1,Map2k1,Fnip1,,,,,,Ell2,Ranbp17,Pak1,,,,,,,,,,,,
Smo,Ndufb7,Tmed2,Ccdc126,Fzd1,,,,,,Itsn1,Spa17,Ppp1r18,,,,,,,,,,,,
Bdh2,Bard1,Dram1,Itpkb,Ccl9,,,,,,Arid4a,Cd81,Eng,,,,,,,,,,,,
Jund,Hist1h4i,Upf3a,Ptprn,Stx2,,,,,,Hoxb3,Prrg4,Tpst2,,,,,,,,,,,,
Nr1d2,Llph,Chtf18,Rab11a,Max,,,,,,Creb3,Mink1,Mab21l2,,,,,,,,,,,,
Rps18,Ccnf,Prmt7,Card19,Cpa6,,,,,,Kdm5b,Epb4.1l4b,1110046J04Rik,,,,,,,,,,,,
Nceh1,Atp8b4,Tshr,Nicn1,Khsrp,,,,,,Letm2,BC067074,Rab2a,,,,,,,,,,,,
Arhgef6,Panx1,Siglecf,Dusp18,Brip1os,,,,,,Gm12942,Upp1,Serpinb6a,,,,,,,,,,,,
Tpd52,F830045P16Rik,Ndufs6,Wdr89,Gata3,,,,,,Nr6a1,Ebpl,Itga3,,,,,,,,,,,,
Aldh1l1,Stom,Gclm,Eya2,Col16a1,,,,,,Id2,Serpinb6b,Gm13889,,,,,,,,,,,,
Gkap1,Hist1h4a,Adamts17,Kcnv2,Trmt2a,,,,,,Chmp5,Arrdc4,Serpinf1,,,,,,,,,,,,
Plpp2,Mb21d1,Zbed4,Nos1ap,Unc45b,,,,,,Isca1,6230427J02Rik,Efcab14,,,,,,,,,,,,
Cers4,Kif11,Ezh2,Zdhhc9,Erlin2,,,,,,Rbm47,Srxn1,Chil5,,,,,,,,,,,,
Rnasel,Cenpo,Pola2,Gm12185,Arhgap23,,,,,,Zfp60,Fam135a,,,,,,,,,,,,,
Fchsd1,Gins1,Gsr,Mboat2,Jmjd8,,,,,,Gimap6,Selm,,,,,,,,,,,,,
Eid2,Wdr74,Eny2,Hdc,Zbtb3,,,,,,Dpm2,Ldb2,,,,,,,,,,,,,
Rfk,Hes6,Wdr12,Cebpb,Men1,,,,,,Kdelc2,Rora,,,,,,,,,,,,,
Slc18a2,Rasgrp2,Arhgap11a,Neat1,Ccdc51,,,,,,Utrn,V1ra5,,,,,,,,,,,,,
Gbas,Nat9,Pitpnc1,Lysmd2,Chchd10,,,,,,Pnck,Tcfcp2,,,,,,,,,,,,,
Gm4631,Efnb3,Arpc5l,Runx1t1,Atrn,,,,,,Ptprc,2810051F02Rik,,,,,,,,,,,,,
Il2rg,D1Ertd622e,Wbp4,Tmem9,Naca,,,,,,Zcchc10,Dhx32,,,,,,,,,,,,,
Glipr1l1,Oip5,Lpcat2,Faap20,Lst1,,,,,,R3hdm1,Ttpa,,,,,,,,,,,,,
Zbp1,Tamm41,Tcf3,Sft2d2,Bend5,,,,,,Acsl1,Dyrk3,,,,,,,,,,,,,
Fam43a,Letm1,Mb21d1,Fkrp,Ogt,,,,,,Sult1a1,Smarca2,,,,,,,,,,,,,
Aig1,Tk1,Prps1,Fzd8,Lins1,,,,,,Rbm18,Nrk,,,,,,,,,,,,,
Mpdz,Eif4ebp2,Cdc5l,Pnpla8,Slfn8,,,,,,Rnf216,1810048J11Rik,,,,,,,,,,,,,
Pbx3,Tgfb1,Aars,Prkca,Man2c1,,,,,,Ccnt1,Prdm16,,,,,,,,,,,,,
Fam171b,Gm6471,Snhg3,Gbas,Slc35f5,,,,,,Bgn,Tmod3,,,,,,,,,,,,,
Klf6,1110038B12Rik,Slc39a8,Tbl1x,Eid2,,,,,,ENSMUSG00000079143,Zfp161,,,,,,,,,,,,,
Mpzl1,Hypk,Panx1,Kifc3,Ift80,,,,,,Ric1,Pttg1ip,,,,,,,,,,,,,
Rgp1,Chek1,Arap2,Klra4,Hspa12b,,,,,,Rora,Zfp780b,,,,,,,,,,,,,
Nbea,Lamtor2,Suds3,Pbx3,Itm2b,,,,,,Trip4,Wdr5b,,,,,,,,,,,,,
Agpat3,Mis18a,Krtap13-1,Cyp2j6,Ncam1,,,,,,Kdm6b,Cog6,,,,,,,,,,,,,
Ctsb,Topbp1,Tdg,Cadps2,Fam43a,,,,,,Agtrap,6230409E13Rik,,,,,,,,,,,,,
Frmd6,Dnajc9,Rad54b,Kiz,Pepd,,,,,,Tnip3,Dctn5,,,,,,,,,,,,,
Ncoa1,Nup188,1700006J14Rik,Emc1,Acad8,,,,,,Tbc1d8,V1rd20,,,,,,,,,,,,,
Fut10,Crx,Ccdc124,Bbs10,Tcf15,,,,,,Snx18,Car13,,,,,,,,,,,,,
Ensa,Ccdc12,Uchl3,Prcp,Pdgfb,,,,,,6330416G13Rik,Jak1,,,,,,,,,,,,,
Timp3,Tead4,Mbtd1,Sdcbp,Als2cl,,,,,,Procr,Txnip,,,,,,,,,,,,,
H2-Q6,Aspm,2010300C02Rik,Zfp579,Sgms1,,,,,,Lbp,Atpbd4,,,,,,,,,,,,,
Itgb1,Pcnx3,Nudt7,Atp2c1,Agpat4,,,,,,Trim30a,Xlr3a,,,,,,,,,,,,,
Cbfa2t3,Ranbp1,Olr1,Gys1,Sdad1,,,,,,2310001H17Rik,Rwdd3,,,,,,,,,,,,,
Crim1,Ltf,Gid8,Epsti1,Sesn1,,,,,,Tgtp2,Hlf,,,,,,,,,,,,,
Prdx6,Nktr,Nrbf2,Nf2,Xk,,,,,,Pygl,Irak1bp1,,,,,,,,,,,,,
Ms4a13,Fbl,Nars,Slc25a22,Galnt11,,,,,,Serpinb9,Arhgef5,,,,,,,,,,,,,
Dusp3,B4galnt1,Hnrnpd,Pcolce2,Ahctf1,,,,,,Ndrg2,Rbm43,,,,,,,,,,,,,
Pdxk,Rab44,Mrpl3,Lst1,Plekhm1,,,,,,Irf9,Ifitm1,,,,,,,,,,,,,
Gm13177,Sox4,Lmnb1,Itm2a,Rexo2,,,,,,Lurap1,Fscn1,,,,,,,,,,,,,
Rps15,Ciapin1,Abat,Paqr7,Mdh1,,,,,,Smap2,Fam109b,,,,,,,,,,,,,
Ginm1,Cycs,Fam133b,Smim14,Sdhaf4,,,,,,Ctns,Pbx3,,,,,,,,,,,,,
Tpst2,Mthfd1l,Pdcd4,Fam219b,Sepsecs,,,,,,ENSMUSG00000073867,Hspa4l,,,,,,,,,,,,,
Zbtb20,Arhgef39,Dhx15,Nat8f3,Rpap3,,,,,,Rnf214,Rgs18,,,,,,,,,,,,,
Rbm38,C1qbp,Cd47,Gbp2,C130026I21Rik,,,,,,Ifngr1,Ltb,,,,,,,,,,,,,
Chst7,Aqp9,Inip,Fkbp7,Ddx58,,,,,,Cers4,Ptrf,,,,,,,,,,,,,
Sgms1,Gm2a,Uchl5,Timp2,Edar,,,,,,Bin3,Lyplal1,,,,,,,,,,,,,
Tox,Cuta,4930558C23Rik,Padi4,Cyp20a1,,,,,,Cox7a2l,Sdc2,,,,,,,,,,,,,
Cyp2j9,Cypt15,Mthfd1,Wbscr27,Fgf12,,,,,,Tubb6,Cox7a2l,,,,,,,,,,,,,
Rchy1,Hba-a1,Papd4,Tes,Mfng,,,,,,Xbp1,Gcnt2,,,,,,,,,,,,,
Ube2e2,Sh3bgrl,Mdh2,Rplp0,Zfp46,,,,,,Eya2,Procr,,,,,,,,,,,,,
Lrrc56,Scamp3,Hsd11b1,Gspt2,Gm9830,,,,,,Trim65,Gabarapl1,,,,,,,,,,,,,
Pex11a,Ndufb2,Rims4,Traip,Gpr35,,,,,,Ccser2,Rras2,,,,,,,,,,,,,
Cldn12,Kcnn2,Klhl12,Dennd2d,Zfp689,,,,,,Lima1,Scfd1,,,,,,,,,,,,,
Tmem194,Eef1e1,Psme3,Acox1,Kcmf1,,,,,,Ctsb,Zfp827,,,,,,,,,,,,,
Gm11837,Arhgap33,Lig1,Mier1,Cytip,,,,,,Cd24a,Zfp111,,,,,,,,,,,,,
Ppa1,Fam78a,Trpm5,Capg,4930480K23Rik,,,,,,Cyth4,Obfc2b,,,,,,,,,,,,,
Evc,Platr6,Pole2,Timp3,Spcs2,,,,,,ENSMUSG00000044867,Socs2,,,,,,,,,,,,,
Lrrc16a,Cdkl3,Polr2d,Actn3,Stxbp4,,,,,,Ube2f,Dock7,,,,,,,,,,,,,
Maff,Tuba4a,Znhit3,Adgrd1,Acbd5,,,,,,Ezh1,Gnb5,,,,,,,,,,,,,
Nos1ap,A230028O05Rik,Stil,Tas2r124,1700029J07Rik,,,,,,Cdc26,Pi4ka,,,,,,,,,,,,,
Dbnl,Tada2b,Emc10,Trpc6,Sh3yl1,,,,,,Hoxb5,Zrsr1,,,,,,,,,,,,,
Nrap,Fam111a,Gypa,Gm12942,Gcnt2,,,,,,Cyp4f13,4833442J19Rik,,,,,,,,,,,,,
Chil6,Sssca1,Trmt6,Dio1,Pid1,,,,,,Nsun4,EG625110,,,,,,,,,,,,,
Cetn4,Ccz1,Sgms2,Neurl3,Flcn,,,,,,Gpn1,Grinl1a,,,,,,,,,,,,,
Plekho2,Snhg3,Rfx6,Gm6297,Hnrnpc,,,,,,Mettl7a1,St14,,,,,,,,,,,,,
Irak3,1700006J14Rik,Casp6,Mctp1,Usp3,,,,,,Slc25a36,Tjp2,,,,,,,,,,,,,
Gm26870,Cmklr1,Ccnb1,Psap,Rasip1,,,,,,Oasl2,Acsl3,,,,,,,,,,,,,
Sord,Ctcflos,Nudt21,Csrp2,Tjp1,,,,,,Slc22a18,Serhl,,,,,,,,,,,,,
1700021P04Rik,Srpk1,Bid,Cecr2,Fam45a,,,,,,Lst1,Hey1,,,,,,,,,,,,,
Slc2a3,Ms4a3,Metrn,Utrn,Rab11fip2,,,,,,Trib3,Stox1,,,,,,,,,,,,,
Capn5,Stil,Poc1a,Pcbd1,Atp1a1,,,,,,Inpp4a,Pus3,,,,,,,,,,,,,
Tbkbp1,Mrps28,Ssr2,Orai1,Il6st,,,,,,Il2rg,2310016E02Rik,,,,,,,,,,,,,
Pde9a,Smim5,Hnrnpc,Syt11,Hs3st1,,,,,,Samhd1,Fam184a,,,,,,,,,,,,,
